principio_ativo;nome_comercial;APRESENTAÇÃO
IBUPROFENO;IBUVIX;400 MG CAP MOLE  CT BL AL PLAS PVC/PVDC TRANS X 8
IBUPROFENO;IBUVIX;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 40
IBUPROFENO;IBUPROFENO;50 MG/ML  SUS OR CT FR PLAS OPC GOT X 30 ML 
IBUPROFENO;IBUPROFENO;100 MG/ML  SUS OR CT FR PLAS OPC GOT X 20 ML
IBUPROFENO;IBUFRAN;600 MG COM CT BL AL PLAS TRANS X 30 
IBUPROFENO;IBUFRAN;50 MG/ML SUS OR CT FR PLAS OPC GOT X 30 ML 
IBUPROFENO;IBUFRAN;400 MG COM CT BL AL PLAS TRANS X 10 
IBUPROFENO;IBUFRAN;300 MG COM CT BL AL PLAS TRANS X 20
IBUPROFENO;IBUFRAN;600 MG CAP MOLE CT BL AL PLAS TRANS X 20
IBUPROFENO;IBUFRAN;600 MG CAP MOLE CT BL AL PLAS TRANS X 30
IBUPROFENO;IBUPROFENO;400 MG COM CT BL AL PVC X 10 
IBUPROFENO;IBUFRAN;400 MG CAP MOLE CT BL  AL PLAS PVC/PVDC TRANS X 8
IBUPROFENO;IBUFRAN;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 20
IBUPROFENO;IBUPROFENO;50 MG/ML SUS OR CT FR PLAS OPC GOT X 30 ML 
IBUPROFENO;IBUFLEX;100 MG/ML SUS OR CT FR PLAS OPC X 30 ML + CGT
IBUPROFENO;IBUFLEX;400 MG CAP MOLE CT BL AL PLAS TRANS X 8
IBUPROFENO;IBUFLEX;400 MG CAP MOLE CT BL AL PLAS TRANS X 40 (EMB MULT)
IBUPROFENO;IBUPROFENO;100 MG/ML SUS OR CT FR PLAS OPC X 20 ML + CGT 
IBUPROFENO;IBUFLEX;100 MG/ML SUS CT FR PLAS OPC X 20 ML + CGT
IBUPROFENO;ALIVIUM;600 MG CAP MOLE CT BL PVC/PVDC/AL X 4
IBUPROFENO;ALIVIUM;600 MG CAP MOLE CT BL PVC/PVDC/AL X 10
IBUPROFENO;ALIVIUM;50 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML
IBUPROFENO;ALIVIUM;50 MG/ML SUS OR CT FR GOT PLAS PEBD/PEAD OPC X 30 ML
IBUPROFENO;ALIVIUM;400 MG COM REV BL AL PLAS PVC/PE/PVDC TRANS X 4
IBUPROFENO;ALIVIUM;400 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 10
IBUPROFENO;ALIVIUM;400 MG COM REV CX BL AL PLAS PVC/PE/PVDC TRANS X 192
IBUPROFENO;ALIVIUM;600 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 4
IBUPROFENO;ALIVIUM;600 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 10 
IBUPROFENO;ALIVIUM;100 MG/ML SUS OR CT FR GOT PLAS PEAD/PEBD OPC X 20 ML
IBUPROFENO;ALIVIUM;100 MG/ML SUS OR CT FR PLAS OPC GOT X 30 ML
IBUPROFENO;ALIVIUM;30 MG/ML SUS OR CT FR PLAS AMB X 100 ML + SER DOS 
IBUPROFENO;ALIVIUM;200 MG/ML SUS GOT OR CT FR GOT PLAS PEAD/PEBD OPC X 20 ML
IBUPROFENO;ALIVIUM;400 MG CAP MOLE BL AL PLAS PVC/PVDC TRANS X 4
IBUPROFENO;ALIVIUM;400 MG CAP MOLE CT BL  AL PLAS PVC/PVDC TRANS X 8
IBUPROFENO;ALIVIUM;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 10
IBUPROFENO;ALIVIUM;400 MG CAP MOLE CX BL AL PLAS PVC/PVDC TRANS X 48
IBUPROFENO;ALIVIUM;400 MG CAP MOLE CX BL AL PLAS PVC/PVDC TRANS X 96
IBUPROFENO;ALIVIUM;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 20
IBUPROFENO;ATROFEM;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 10
IBUPROFENO;ATROFEM;400 MG CAP MOLE CX BL AL PLAS PVC/PVDC TRANS X 48
IBUPROFENO;BUSCOFEM;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 10
IBUPROFENO;BUSCOFEM;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 20
IBUPROFENO;BUSCOFEM;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 56
IBUPROFENO;BUSCOFEM;200 MG/ML SUS GOT OR CT FR GOT PLAS PEAD/PEBD OPC X 20 ML
IBUPROFENO;IBUPROFENO;50 MG/ML SUS OR CT FR GOT PLAS PEAD/PEBD OPC X 30 ML
IBUPROFENO;IBUPROFENO;100 MG/ML SUS OR CT FR GOT PLAS PEAD/PEBD OPC  X 20 ML
IBUPROFENO;NOVALFEM;100 MG/ML SUS OR CT FR GOT PLAS OPC  X 20 ML
IBUPROFENO;NOVALFEM;400 MG CAP MOLE CT BL AL PLAS TRANS X 10
IBUPROFENO;NOVALFEM;400 MG CAP MOLE CT BL AL PLAS TRANS X 90
IBUPROFENO;MEDMULHER;400 MG CAP MOLE CT BL AL PLAS TRANS X 10
IBUPROFENO;MEDMULHER;400 MG CAP MOLE CT BL AL PLAS TRANS X 90
IBUPROFENO;TERMOMED IBUP;50 MG/ML SUS OR CT FR GOT PLAS PEAD/PEBD OPC X 30 ML
IBUPROFENO;TERMOMED IBUP;100 MG/ML SUS OR CT FR GOT PLAS PEAD/PEB OPC X 20 ML
IBUPROFENO;IBUPROFENO;400 MG CAP MOLE CT BL AL PLAS PVC/PVDC TRANS X 10
IBUPROFENO;ADVIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 8
IBUPROFENO;ADVIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 10
IBUPROFENO;ADVIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 16
IBUPROFENO;ADVIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 20
IBUPROFENO;ADVIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 36 
IBUPROFENO;ADVIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 60 
IBUPROFENO;ADVIL;400 MG CAP MOLE CT BL AL PLAS TRANS X 160
IBUPROFENO;ADVIL;400 MG CAP MOLE CT FR PLAS OPC X 16
IBUPROFENO;ADVIL 12H;600 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC/PE TRANS X 6
IBUPROFENO;ADVIL 12H;600 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC/PE TRANS X 12
IBUPROFENO;ADVIL 12H;600 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC/PE TRANS X 36
IBUPROFENO ARGININA;SPIDUFEN;1155 MG GRAN SOL CT 10 ENV AL/PLAS PE X 3 G (SBR DAMASCO)
IBUPROFENO ARGININA;SPIDUFEN;1155 MG GRAN SOL CT 2 ENV AL/PLAS PE X 3 G (SBR DAMASCO)
IBUPROFENO ARGININA;SPIDUFEN;770 MG GRAN SOL CT 10 ENV AL/PLAS PE X 3 G (SBR DAMASCO)
IBUPROFENO ARGININA;SPIDUFEN;770 MG COM REV CT BL AL AL X 6
IBUPROFENO ARGININA;SPIDUFEN;770 MG COM REV CT BL AL AL X 10
IBUPROFENO ARGININA;SPIDUFEN;770 MG COM REV CT BL AL AL X 12
IBUPROFENO ARGININA;SPIDUFEN;770 MG COM REV CT BL AL AL X 20
IBUPROFENO ARGININA;SPIDUFEN;770 MG COM REV CT BL AL AL X 90
"IBUPROFENO;ARGININA";SPIDUFEN;770 MG GRAN SOL CT 6 ENV AL/PLAS PE X 3 G (SBR DAMASCO)
"IBUPROFENO;ARGININA";SPIDUFEN;770 MG GRAN SOL CT 20 ENV AL/PLAS PE X 3 G (SBR DAMASCO)
"IBUPROFENO;ARGININA";SPIDUFEN;770 MG GRAN SOL CT 10 ENV AL/PLAS PE X 3 G (SBR MENTA + ANIS)
"IBUPROFENO;ARGININA";SPIDUFEN;1155 MG GRAN SOL CT 10 ENV AL/PLAS PE X 3 G (SBR MENTA + ANIS)
"IBUPROFENO;PARACETAMOL";NUROMOL;(200.0 + 500.0) MG COM REV CT BL AL PLAS PVC/PVDC OPC X 6
"IBUPROFENO;PARACETAMOL";NUROMOL;(200.0 + 500.0) MG COM REV CT BL AL PLAS PVC/PVDC OPC X 12
"IBUPROFENO;PARACETAMOL";LUFTAFEM;(200.0 + 500.0) MG COM REV CT BL AL PLAS PVC/PVDC OPC X 6
"IBUPROFENO;PARACETAMOL";LUFTAFEM;(200.0 + 500.0) MG COM REV CT BL AL PLAS PVC/PVDC OPC X 12
"ICODEXTRINA;CLORETO DE CÁLCIO DIIDRATADO;LACTATO DE SÓDIO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE SÓDIO";EXTRANEAL;75 MG/ML SOL DIA PER BOLS PLAS INC FLEX SIST FECH X 2000ML 
"ICODEXTRINA;CLORETO DE CÁLCIO DIIDRATADO;LACTATO DE SÓDIO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE SÓDIO";EXTRANEAL;75 MG/ML SOL DIA PER BOLS PLAS INC FLEX SIST FECH X 2000ML BOLS SIMP
IDARUCIZUMABE;PRAXBIND;50 MG/ML SOL INJ CT 2 FA VD TRANS X 50 ML
IDURSULFASE;ELAPRASE;2 MG/ML SOL INJ CT FA VD INC X 3 ML
IFOSFAMIDA;IFOSFAMIDA;1 G PO LIOF SOL INJ IV CT 10 FA VD TRANS
IFOSFAMIDA;IFOSFAMIDA;2 G PO LIOF SOL INJ IV CT 10 FA VD TRANS
IFOSFAMIDA;IFOSFAMIDA;1 G PO LIOF SOL INJ IV CT FA VD TRANS
IFOSFAMIDA;IFOSFAMIDA;2 G PO LIOF SOL INJ IV CT FA VD TRANS
IFOSFAMIDA;HOLOXANE;500 MG PO SOL INJ CX 10 FA VD TRANS X 20 ML
IFOSFAMIDA;HOLOXANE;1 G PO SOL INJ CX 10 FA VD TRANS X 30 ML
IFOSFAMIDA;HOLOXANE;2 G PO SOL INJ CX 10 FA VD TRANS X 50 ML
IFOSFAMIDA;HOLOXANE;500 MG PO SOL INJ CX 1 FA VD TRANS X 20 ML
IFOSFAMIDA;HOLOXANE;1 G PO SOL INJ CX 1 FA VD TRANS X 30 ML
IFOSFAMIDA;HOLOXANE;2 G PO SOL INJ CX 1 FA VD TRANS X 50 ML
IFOSFAMIDA;LIFOS;1 G PO LIOF INJ CT FR AMP VD TRANS
IFOSFAMIDA;EVOLOX;1 G PO LIOF INJ CT FA VD TRANS X 1.5 G
ILOPROSTA;VENTAVIS;10 MCG/ML SOL INAL OR CT 30 AMP VD TRANS X 1 ML
IMIGLUCERASE;CEREZYME;400 U PÓ LIOF INJ CT FA VD TRANS
IMIPENÉM MONOIDRATADO;TIEPEM;500 MG + 500 MG PO INJ IV CX 25 FA VD TRANS
"IMIPENÉM;CILASTATINA SÓDICA";IMIPENEM + CILASTATINA SÓDICA;500 MG + 500 MG PO SOL INJ IV CX 10 FA VD TRANS
IMIQUIMODE;IXIUM;50 MG/ML CREM DERM CT 12 ENV AL/PLAS X 0.25 G
IMIQUIMODE;MODIK;50 MG/G CREM DERM CT 6 ENV AL/PLAS PE X 250 MG 
IMIQUIMODE;MODIK;50 MG/G CREM DERM CT 12 ENV AL/PLAS PE X 250 MG 
IMUNOGLOBULINA ANTI-D;GAMA ANTI-D GRIFOLS;750 UI/ML SOL INJ CX SER PREENCH X 2 ML + AGULHA
IMUNOGLOBULINA ANTI-RHO(D);RHOPHYLAC;150 MCG/ML SOL INJ CT SER PREENC VD TRANS X 2.0 ML
IMUNOGLOBULINA ANTI-RHO(D);KAMRHO-D;300 MCG SOL INJ CT FA VD INC X 2 ML
IMUNOGLOBULINA ANTIRRÁBICA;SORO ANTI-RÁBICO;SOL INJ CX 4 AMP VD INC X 5ML
IMUNOGLOBULINA ANTIRRÁBICA;SORO ANTI-RÁBICO;200 UI/ML SOL INJ CT 5 FA VD TRANS X 5 ML 
IMUNOGLOBULINA ANTITETÂNICA;TETANOGAMMA;250 UI/ML SOL INJ CT AMP VD TRANS X 1 ML
IMUNOGLOBULINA ANTITETÂNICA;TETANOGAMMA;250 UI/ML SOL INJ CT SER PREENC VD TRANS X 1 ML + AGULHA
IMUNOGLOBULINA ANTITETÂNICA;TETANOGAMMA;250 UI/ML SOL INJ CT SER PREENC VD TRANS X 2 ML + AGULHA
IMUNOGLOBULINA ANTITETÂNICA;GAMA ANTI-TETANO GRIFOLS;250 UI/ML SOL. INJ. CX. SERINGA X 1 ML + AGULHA 
IMUNOGLOBULINA DE COELHO ANTI-TIMÓCITOS HUMANOS;THYMOGLOBULINE;25 MG PO LIOF INJ IV CT FA VD TRANS
IMUNOGLOBULINA G;BERIGLOBINA;160 MG/ML SOL INJ CT AMP VD INC X 2 ML
IMUNOGLOBULINA G;HYQVIA;0.1 G/ML SOL INJ CT 1 FA VD INC X 25 ML + 1 FA VD INC X 1.25 ML
IMUNOGLOBULINA G;HYQVIA;0.1 G/ML SOL INJ CT 1 FA VD INC X 50 ML + 1 FA VD INC X 2.5 ML
IMUNOGLOBULINA G;HYQVIA;0.1 G/ML SOL INJ CT 1 FA VD INC X 100 ML + 1 FA VD INC X 5 ML
IMUNOGLOBULINA G;HYQVIA;0.1 G/ML SOL INJ CT 1 FA VD INC X 200 ML + 1 FA VD INC X 10 ML
IMUNOGLOBULINA G;HYQVIA;0.1 G/ML SOL INJ CT 1 FA VD INC X 300 ML + 1 FA VD INC X 15 ML
IMUNOGLOBULINA G;ENDOBULIN KIOVIG;0.1 G/ML SOL INJ CT 1 FA VD INC X 10 ML
IMUNOGLOBULINA G;ENDOBULIN KIOVIG;0.1 G/ML SOL INJ CT 1 FA VD INC X 25 ML
IMUNOGLOBULINA G;ENDOBULIN KIOVIG;0.1 G/ML SOL INJ CT 1 FA VD INC X 50 ML
IMUNOGLOBULINA G;ENDOBULIN KIOVIG;0.1 G/ML SOL INJ CT 1 FA VD INC X 100 ML
IMUNOGLOBULINA G;ENDOBULIN KIOVIG;0.1 G/ML SOL INJ CT 1 FA VD INC X 200 ML
IMUNOGLOBULINA G;IMUNOGLOBULIN;50 MG/ML SOL INJ CT FA VD INC X 50 ML + KIT INFUS
IMUNOGLOBULINA G;IMUNOGLOBULIN;50 MG/ML SOL INJ CT FA VD INC X 100 ML + KIT INFUS
IMUNOGLOBULINA G;ENDOBULIN KIOVIG;0.1 G/ML SOL INJ CT 1 FA VD INC X 100 ML
IMUNOGLOBULINA G;ENDOBULIN KIOVIG;0.1 G/ML SOL INJ CT 1 FA VD INC X 200 ML
"IMUNOGLOBULINA HETERÓLOGA CONTRA O VENENO DE LACHESIS MUTA;IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE BOTHROPS SP";SORO ANTIBOTRÓPICO/LAQUÉTICO;SOL INJ CX 5 AMP VD INC X 10 ML
"IMUNOGLOBULINA HETERÓLOGA CONTRA O VENENO DE LACHESIS MUTA;IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE BOTHROPS SP";SORO ANTIBOTRÓPICO-LAQUÉTICO;SOL INJ CT 5 FA VD INC X 10 ML
"IMUNOGLOBULINA HETERÓLOGA CONTRA TOXINA BOTULÍNICA TIPO B;IMUNOGLOBULINA HETERÓLOGA CONTRA TOXINA BOTULÍNICA TIPO A";SORO ANTIBOTULÍNICO AB;SOL INJ CT 1  FA VD INC X 20 ML 
"IMUNOGLOBULINA HETERÓLOGA CONTRA TOXINA BOTULÍNICA TIPO B;IMUNOGLOBULINA HETERÓLOGA CONTRA TOXINA BOTULÍNICA TIPO A";SORO ANTIBOTULINICO E;425 UI /ML SOL INJ CT FA VD INC X 20 ML 
IMUNOGLOBULINA HETERÓLOGA CONTRA TOXINA DIFTÉRICA;SORO ANTIDIFTERICO;1000 UI/ML SOL INJ CT 5 FA VD INC X 10 ML
IMUNOGLOBULINA HETERÓLOGA CONTRA TOXINA TETÂNICA;SORO ANTITETÂNICO;SOL INJ CX 4 AMP VD INC X 5 ML
IMUNOGLOBULINA HETERÓLOGA CONTRA TOXINA TETÂNICA;SORO ANTITETÂNICO;1000 UI/ML SOL INJ CT 5 FA VD INC X 5 ML
IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE BOTHROPS SP;SORO ANTIBOTRÓPICO;SOL INJ CX 5 AMP VD INC X 10 ML
IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE BOTHROPS SP;SORO ANTIBOTRÓPICO;5 MG/ML SOL INJ CT 5 FA VD INC X 10 ML 
IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE CROTALUS SP;SORO ANTICROTÁLICO;SOL INJ CX 5 AMP VD INC X 10 ML
IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE CROTALUS SP;SORO ANTICROTÁLICO;1.5 MG/ML SOL INJ CT 5 FA VD INC X 10 ML 
"IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE CROTALUS SP;IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE BOTHROPS SP";SORO ANTIBOTRÓPICO/CROTÁLICO;SOL INJ CX 5 AMP VD INC X 10 ML
"IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE CROTALUS SP;IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE BOTHROPS SP";SORO ANTIBOTRÓPICO-CROTÁLICO;SOL INJ CT 5 FA VD INC X 10 ML
IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE LONOMIA OBLIQUA;SORO ANTILONÔMICO;0.35MG/ML SOL INJ CT 5 FA VD INC X 10 ML
"IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE LOXOSCELES GAUCHO;IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE TITYUS SERRULATUS;IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE PHONEUTRIA NIGRIVENTER";SORO ANTIARACNÍDICO (LOXOSCELES. PHONEUTRIA E TITYUS);SOL INJ CT 5 FA VD INC X 5 ML .
IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE MICRURUS FRONTALIS;SORO ANTIELAPÍDICO;SOL INJ CX 5 AMP VD INC X 10 ML
IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE MICRURUS FRONTALIS;SORO ANTIELAPÍDICO;1.5 MG/ML SOL INJ CT 5 FA VD INC X 10 ML 
IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE TITYUS SERRULATUS;SORO ANTIESCORPIÔNICO;SOL INJ CX 4 AMP VD INC X 5 ML
IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE TITYUS SERRULATUS;SORO ANTIESCORPIÔNICO;1.0 MG/ML SOL INJ CT 5 FA VD INC X 5 ML 
IMUNOGLOBULINA HUMANA;SANDOGLOBULINA;0.1 G/ML SOL INJ CT FA VD TRANS X 25 ML
IMUNOGLOBULINA HUMANA;SANDOGLOBULINA;0.1 G/ML SOL INJ CT FA VD TRANS X 50 ML
IMUNOGLOBULINA HUMANA;SANDOGLOBULINA;0.1 G/ML  SOL INJ CT FA VD TRANS X 100 ML
IMUNOGLOBULINA HUMANA;SANDOGLOBULINA;0.1 G/ML SOL INJ CT FA VD TRANS X 200 ML
IMUNOGLOBULINA HUMANA;HIZENTRA;200 MG/ML SOL INJ SC CT FA VD TRANS X 5 ML
IMUNOGLOBULINA HUMANA;HIZENTRA;200 MG/ML SOL INJ SC CT FA VD TRANS X 10 ML
IMUNOGLOBULINA HUMANA;HIZENTRA;200 MG/ML SOL INJ SC CT FA VD TRANS X 20 ML
IMUNOGLOBULINA HUMANA;HIZENTRA;200 MG/ML SOL INJ SC CT SER PREENC PLAS TRANS X 5 ML
IMUNOGLOBULINA HUMANA;HIZENTRA;200 MG/ML SOL INJ SC CT SER PREENC PLAS TRANS X 10 ML
IMUNOGLOBULINA HUMANA;HIZENTRA;200 MG/ML SOL INJ SC CT SER PREENC PLAS TRANS X 20 ML
IMUNOGLOBULINA HUMANA;CUVITRU;0.2 G/ML SOL INJ CT 1 FA VD INC X 5 ML
IMUNOGLOBULINA HUMANA;CUVITRU;0.2 G/ML SOL INJ CT 1 FA VD INC X 10 ML
IMUNOGLOBULINA HUMANA;CUVITRU;0.2 G/ML SOL INJ CT 1 FA VD INC X 20 ML
IMUNOGLOBULINA HUMANA;CUVITRU;0.2 G/ML SOL INJ CT 1 FA VD INC X 40 ML
IMUNOGLOBULINA HUMANA;PENTAGLOBIN;50 MG/ML SOL INJ CT 1 FA VD TRANS X 10 ML
IMUNOGLOBULINA HUMANA;PENTAGLOBIN;50 MG/ML SOL INJ CT FA VD TRANS X 50 ML
IMUNOGLOBULINA HUMANA;PENTAGLOBIN;50 MG/ML SOL INJ CT FA VD TRANS X 100 ML
IMUNOGLOBULINA HUMANA;INTRATECT;50 MG/ML SOL INJ CT FR VD INC X 20 ML
IMUNOGLOBULINA HUMANA;INTRATECT;50 MG/ML SOL INJ CT FR VD INC X 50 ML
IMUNOGLOBULINA HUMANA;INTRATECT;50 MG/ML SOL INJ CT FR VD INC X 100 ML
IMUNOGLOBULINA HUMANA;INTRATECT;50 MG/ML SOL INJ CT FR VD INC X 200 ML
IMUNOGLOBULINA HUMANA;INTRATECT;100 MG/ML SOL INJ CT 1 FA VD TRANS X 10 ML
IMUNOGLOBULINA HUMANA;INTRATECT;100 MG/ML SOL INJ CT 1 FA VD TRANS X 50 ML
IMUNOGLOBULINA HUMANA;INTRATECT;100 MG/ML SOL INJ CT 1 FA VD TRANS X 100 ML
IMUNOGLOBULINA HUMANA;INTRATECT;100 MG/ML SOL INJ CT 1 FA VD TRANS X 200  ML
IMUNOGLOBULINA HUMANA;IMUNOGLOBULIN;50 MG/ML SOL INJ CT FA VD INC X 20 ML
IMUNOGLOBULINA HUMANA;IMUNOGLOBULIN;50 MG/ML SOL INJ CT FA VD INC X 50 ML
IMUNOGLOBULINA HUMANA;IMUNOGLOBULIN;50 MG/ML SOL INJ CT FA VD INC X 100 ML
IMUNOGLOBULINA HUMANA;IMUNOGLOBULIN;50 MG/ML SOL INJ CX 10 FA VD INC X 100 ML
IMUNOGLOBULINA HUMANA;IMUNOGLOBULIN;50 MG/ML SOL INJ CX 100 FA VD INC X 100 ML
IMUNOGLOBULINA HUMANA;BLAUIMUNO;50 MG/ML SOL INJ CT 01 FA VD TRANSP X 100 ML
IMUNOGLOBULINA HUMANA;FLEBOGAMMA;5.0 G SOL INJ FA 50 ML
IMUNOGLOBULINA HUMANA;FLEBOGAMMA;20.0 G SOL INJ FA 200 ML 
IMUNOGLOBULINA HUMANA;FLEBOGAMMA;5.0 G SOL INJ FA 100 ML
IMUNOGLOBULINA HUMANA;GAMAGLOBULINA IM GRIFOLS;320 MG SOL INJ CX AMP VD INC X 2 ML + SER + AGU
IMUNOGLOBULINA HUMANA;GAMAGLOBULINA IM GRIFOLS;800 MG SOL INJ CX AMP VD INC X 5 ML + SER + AGU
IMUNOGLOBULINA HUMANA;GAMUNEX;1G SOL INJETAVEL FA 10ML
IMUNOGLOBULINA HUMANA;GAMUNEX;2.5 SOL INJETAVEL FA 25ML
IMUNOGLOBULINA HUMANA;GAMUNEX;5G SOL INJETAVEL FA 50ML
IMUNOGLOBULINA HUMANA;GAMUNEX;10G SOL INJETAVEL FA 100ML
IMUNOGLOBULINA HUMANA;GAMUNEX;20G SOL INJETAVEL FA 200ML
IMUNOGLOBULINA HUMANA;OCTAGAM;50 MG/ML SOL INJ CT FA VD INC X 100ML
IMUNOGLOBULINA HUMANA;OCTAGAM;50 MG/ML SOL INJ CT FA VD INC X 200ML
IMUNOGLOBULINA HUMANA;OCTAGAM;100 MG/ML SOL INJ CT FA VD INC X 20 ML 
IMUNOGLOBULINA HUMANA;OCTAGAM;100 MG/ML SOL INJ CT FA VD INC X 50 ML
IMUNOGLOBULINA HUMANA;OCTAGAM;100 MG/ML SOL INJ CT FA VD INC X 100 ML 
IMUNOGLOBULINA HUMANA;OCTAGAM;100 MG/ML SOL INJ CT FA VD INC X 200 ML 
IMUNOGLOBULINA HUMANA;PANZYGA;100 MG/ML SOL INJ CT FA VD TRANS X 50 ML
IMUNOGLOBULINA HUMANA;TEGELINE;5G PO LIOF INJ CT FA VD TRANS + FA VD TRANS DIL X 100 ML + EQP INFUS
IMUNOGLOBULINA HUMANA;TEGELINE;5 G SOL INFUS CT 1 FR VD INC X 100ML
IMUNOGLOBULINA HUMANA;IGVENA;50 MG/ML SOL INFUS IV CT FR VD TRANS X 20 ML
IMUNOGLOBULINA HUMANA;IGVENA;50 MG/ML SOL INFUS IV CT FR VD TRANS X 50 ML + KIT  P/ INFUS
IMUNOGLOBULINA HUMANA;IGVENA;50 MG/ML SOL INFUS IV CT FR VD TRANS X 100 ML + KIT  P/ INFUS
IMUNOGLOBULINA HUMANA;IGVENA;50 MG/ML SOL INFUS IV CT FR VD TRANS X 200 ML + KIT  P/ INFUS
IMUNOGLOBULINA HUMANA;IMUNOGLOBULINA HUMANA HEMOBRÁS;50 MG/ML SOL INJ CT FA VD INC X 100ML
IMUNOGLOBULINA HUMANA;IMUNOGLOBULINA HUMANA HEMOBRÁS;50 MG/ML SOL INJ CT FA VD INC X 200ML
IMUNOGLOBULINA HUMANA;IMUNOGLOBULINA HUMANA HEMOBRÁS;100 MG/ML SOL INJ CT FA VD INC X 20 ML 
IMUNOGLOBULINA HUMANA;IMUNOGLOBULINA HUMANA HEMOBRÁS;100 MG/ML SOL INJ CT FA VD INC X 50 ML
IMUNOGLOBULINA HUMANA;IMUNOGLOBULINA HUMANA HEMOBRÁS;100 MG/ML SOL INJ CT FA VD INC X 100 ML 
IMUNOGLOBULINA HUMANA;IMUNOGLOBULINA HUMANA HEMOBRÁS;100 MG/ML SOL INJ CT FA VD INC X 200 ML 
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;HEPATECT;50 UI/ML SOL INFUS IV CT 1 FA VD TRANS X 10 ML
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;HEPATECT;500 UI/ML SOL INJ SC CT 5 SER PREENC VD TRANS X 1 ML
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;HEPATECT;500 UI/ML SOL INJ SC/IM CT 1 SER PREENC VD TRANS X 0.4 ML + 1 AGU
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;FLEBOGAMMA;0.5 G SOL INJ FA 10ML
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;FLEBOGAMMA;2.5 G SOL INJ FA 50 ML
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;FLEBOGAMMA;10 G SOL INJ FA 200 ML 
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;GAMA ANTI-HEPATITE B GRIFOLS;1000 UI SOL INJ CX AMP VD INC X 5 ML  + SER + AGU
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;GAMA ANTI-HEPATITE B GRIFOLS;600 UI SOL INJ CX AMP VD INC X 3 ML  + SER + AGU
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;GAMA ANTI-HEPATITE B GRIFOLS;100 UI SOL INJ CX AMP VD INC X 0.5 ML + SER + AGU
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;NIULIVA;600 UI SOL INJ CX SER PREENC VD INC X 2.4 ML 
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;NIULIVA;1000 UI SOL INJ CX SER PREENC VD INC X 4 ML 
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;NIULIVA;5000 UI SOL INJ CX FA VD TRANS X 20 ML 
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;NIULIVA;10000 UI SOL INJ CX FA VD TRANS X 40 ML  
